,Drug_ID,Protein_ID,label
2119,DB07394,P25705,1
2120,DB08174,P00742,1
2121,DB00531,P20815,1
2122,DB00651,Q9NP56,1
2123,DB02721,P00326,1
2124,DB05417,P23415,1
2125,DB00056,P20138,1
2126,DB03461,Q04828,1
2127,DB01049,P14416,1
2128,DB05001,P27487,1
2129,DB01118,P24462,1
2130,DB00933,P14416,1
2131,DB01353,P43681,1
2132,DB01058,Q9HB55,1
2133,DB00734,P35462,1
2134,DB01752,P11086,1
2135,DB05146,P10721,1
2136,DB03225,P14920,1
2137,DB07108,Q07817,1
2138,DB08077,P68871,1
2139,DB04841,O43497,1
2140,DB00289,Q05586,1
2141,DB01297,P08588,1
2142,DB00895,P12319,1
2143,DB00201,P10632,1
2144,DB01972,Q08188,1
2145,DB01059,P04798,1
2146,DB08237,Q9UBT6,1
2147,DB00349,P14867,1
2148,DB00706,P35368,1
2149,DB00111,P31995,1
2150,DB01002,P08684,1
2151,DB06589,P35968,1
2152,DB00134,Q9H2M3,1
2153,DB01236,P18505,1
2154,DB09078,P35968,1
2155,DB00157,P00325,1
2156,DB01038,P21918,1
2157,DB01217,P11712,1
2158,DB04512,Q8WX39,1
2159,DB06603,P10635,1
2160,DB07656,P43490,1
2161,DB08369,P20813,1
2162,DB05750,P21554,1
2163,DB00562,P00918,1
2164,DB00703,P11712,1
2165,DB00672,P33261,1
2166,DB06062,P01584,1
2167,DB00054,P31994,1
2168,DB00264,P33261,1
2169,DB00673,P05177,1
2170,DB01244,O00555,1
2171,DB07821,P23141,1
2172,DB00093,P37288,1
2173,DB00734,P08908,1
2174,DB00232,P00915,1
2175,DB04906,Q96LZ3,1
2176,DB08510,P01859,1
2177,DB01496,P34903,1
2178,DB00170,P38435,1
2179,DB01037,P21397,1
2180,DB00986,P11229,1
2181,DB07550,P00734,1
2182,DB03626,P15559,1
2183,DB00599,O00519,1
2184,DB08912,P15056,1
2185,DB04855,P18089,1
2186,DB01283,P23219,1
2187,DB00381,Q8IZS8,1
2188,DB02325,P17900,1
2189,DB01036,P20309,1
2190,DB00252,P20815,1
2191,DB00928,P32320,1
2192,DB02656,P11309,1
2193,DB01594,Q8N1C3,1
2194,DB01766,P54577,1
2195,DB00381,P00915,1
2196,DB04938,P11712,1
2197,DB05184,P42684,1
2198,DB00518,Q71U36,1
2199,DB01915,Q9BWD1,1
2200,DB03033,P08254,1
2201,DB02894,P00918,1
2202,DB00543,P78334,1
2203,DB08932,P33261,1
2204,DB00721,Q9Y5Y9,1
2205,DB03086,P50579,1
2206,DB08442,P07900,1
2207,DB00773,P11388,1
2208,DB05812,P10632,1
2209,DB00726,P11712,1
2210,DB01708,Q8TCU5,1
2211,DB01159,Q9NPC2,1
2212,DB08513,P35568,1
2213,DB00387,P08172,1
2214,DB07230,Q92731,1
2215,DB03207,P22894,1
2216,DB00002,P31994,1
2217,DB02930,P16118,1
2218,DB00025,P04070,1
2219,DB07129,P00749,1
2220,DB00005,P20333,1
2221,DB00726,P18089,1
2222,DB01206,Q9H169,1
2223,DB00860,P04150,1
2224,DB00897,Q99928,1
2225,DB00252,P24462,1
2226,DB00818,P48169,1
2227,DB01069,P11712,1
2228,DB09128,P08684,1
2229,DB00315,P05177,1
2230,DB04066,Q14914,1
2231,DB00849,P20813,1
2232,DB00774,O43570,1
2233,DB04137,P16118,1
2234,DB07689,P0CG22,1
2235,DB05766,P35462,1
2236,DB05824,Q05586,1
2237,DB07936,P24941,1
2238,DB06148,P18825,1
2239,DB00466,P24046,1
2240,DB00159,P35354,1
2241,DB00825,P41145,1
2242,DB00731,P08684,1
2243,DB00201,P24462,1
2244,DB08568,P17612,1
2245,DB00622,P05181,1
2246,DB00898,O95264,1
2247,DB00246,P35367,1
2248,DB00686,P05230,1
2249,DB00126,P19021,1
2250,DB01045,P02768,1
2251,DB05139,Q9GZP0,1
2252,DB04522,Q03721,1
2253,DB00463,P28472,1
2254,DB00514,P33261,1
2255,DB00289,P23975,1
2256,DB01427,P01375,1
2257,DB00121,Q13085,1
2258,DB06403,O60656,1
2259,DB06678,P10635,1
2260,DB07182,P15086,1
2261,DB01594,A8MPY1,1
2262,DB00312,Q16445,1
2263,DB00172,Q53H96,1
2264,DB00170,P47989,1
2265,DB07908,P07737,1
2266,DB06850,P00734,1
2267,DB00818,P33260,1
2268,DB08867,P05177,1
2269,DB00458,Q12809,1
2270,DB00999,O43570,1
2271,DB01544,P05181,1
2272,DB06770,P20813,1
2273,DB01656,Q08499,1
2274,DB09078,P17948,1
2275,DB01992,Q92831,1
2276,DB00171,P45844,1
2277,DB05109,P33261,1
2278,DB06637,Q09470,1
2279,DB04847,Q96KS0,1
2280,DB08330,O14957,1
2281,DB03566,Q16881,1
2282,DB00031,P05787,1
2283,DB01400,P22303,1
2284,DB00809,P08173,1
2285,DB02109,Q8N142,1
2286,DB00157,P48163,1
2287,DB07276,P45983,1
2288,DB07277,P00742,1
2289,DB00134,Q9UBK8,1
2290,DB01353,P31644,1
2291,DB04899,P20594,1
2292,DB07863,P37231,1
2293,DB00665,P33261,1
2294,DB01671,P00918,1
2295,DB03587,P04054,1
2296,DB00376,P20309,1
2297,DB01942,O14936,1
2298,DB00145,Q14749,1
2299,DB05166,Q8TDV5,1
2300,DB08077,P69905,1
2301,DB01253,P08684,1
2302,DB00877,P08684,1
2303,DB08088,P10275,1
2304,DB02670,O60264,1
2305,DB08429,P27487,1
2306,DB07054,P24941,1
2307,DB00370,P31645,1
2308,DB01544,P30536,1
2309,DB01238,P08173,1
2310,DB00880,P55017,1
2311,DB01073,P27707,1
2312,DB00736,P20648,1
2313,DB00897,P28472,1
2314,DB03754,Q96FI4,1
2315,DB08765,P14174,1
2316,DB00280,P11229,1
2317,DB07174,P00797,1
2318,DB03401,P23677,1
2319,DB03147,Q86YB8,1
2320,DB01119,P00915,1
2321,DB00586,P23219,1
2322,DB00040,O95838,1
2323,DB00157,O96000,1
2324,DB00745,P11712,1
2325,DB07954,O76083,1
2326,DB07933,Q92731,1
2327,DB01296,P14780,1
2328,DB00074,P02745,1
2329,DB05271,P10635,1
2330,DB00262,P00390,1
2331,DB01621,P14416,1
2332,DB00675,P05181,1
2333,DB02587,O95622,1
2334,DB04889,P23975,1
2335,DB06268,P25101,1
2336,DB06832,Q92731,1
2337,DB03928,P32929,1
2338,DB07755,P24941,1
2339,DB08254,P00734,1
2340,DB00495,O14746,1
2341,DB04910,P68371,1
2342,DB07024,P24941,1
2343,DB00111,P31994,1
2344,DB06720,P04062,1
2345,DB00072,P00533,1
2346,DB00111,P14784,1
2347,DB00196,P11712,1
2348,DB08073,P17612,1
2349,DB00036,P00742,1
2350,DB01640,Q13370,1
2351,DB01411,P01375,1
2352,DB00334,P31513,1
2353,DB00171,P42684,1
2354,DB08527,P20248,1
2355,DB06901,P08217,1
2356,DB06770,P05177,1
2357,DB00958,P15559,1
2358,DB00988,P21964,1
2359,DB01021,P05023,1
2360,DB02754,P07900,1
2361,DB07766,Q9UQM7,1
2362,DB05216,P36888,1
2363,DB01357,P11712,1
2364,DB00114,Q6ZQY3,1
2365,DB04002,P00918,1
2366,DB00457,P04798,1
2367,DB00075,P31994,1
2368,DB03155,P07998,1
2369,DB01124,P11712,1
2370,DB08241,P24941,1
2371,DB00368,P35348,1
2372,DB00873,P04150,1
2373,DB07080,Q15788,1
2374,DB00208,P08684,1
2375,DB00381,P24462,1
2376,DB08815,P08908,1
2377,DB08411,P01857,1
2378,DB00829,P23219,1
2379,DB01388,P54284,1
2380,DB00910,P08684,1
2381,DB01049,P18505,1
2382,DB06845,P00734,1
2383,DB00780,P24462,1
2384,DB02685,P07858,1
2385,DB01023,Q9NY47,1
2386,DB05486,P41597,1
2387,DB00349,P48169,1
2388,DB02973,P24941,1
2389,DB07502,P07900,1
2390,DB02116,Q00535,1
2391,DB00157,P43353,1
2392,DB03288,P06737,1
2393,DB01727,O75874,1
2394,DB00842,P34903,1
2395,DB00495,P10632,1
2396,DB07645,P68871,1
2397,DB08707,P11309,1
2398,DB03147,O95831,1
2399,DB01079,Q13639,1
2400,DB03801,P24941,1
2401,DB00029,P00747,1
2402,DB01586,P52895,1
2403,DB05812,Q06520,1
2404,DB02821,P04181,1
2405,DB02651,P18031,1
2406,DB07017,P28845,1
2407,DB00382,P05177,1
2408,DB00332,P08684,1
2409,DB01227,P30926,1
2410,DB06695,O00748,1
2411,DB07002,P35228,1
2412,DB03243,P07477,1
2413,DB04899,P16066,1
2414,DB01352,P43681,1
2415,DB02379,P06737,1
2416,DB01271,O60664,1
2417,DB08860,P35503,1
2418,DB01988,Q16539,1
2419,DB07081,P27487,1
2420,DB00917,P43116,1
2421,DB01018,P08913,1
2422,DB00915,P20711,1
2423,DB04223,P29475,1
2424,DB00611,P35372,1
2425,DB01915,P09211,1
2426,DB00667,P50135,1
2427,DB00920,O95263,1
2428,DB01065,P05164,1
2429,DB00143,O43708,1
2430,DB07771,P01116,1
2431,DB03672,P06276,1
2432,DB01352,P47869,1
2433,DB00786,P51512,1
2434,DB08210,P35557,1
2435,DB07336,O14757,1
2436,DB00907,P10635,1
2437,DB00674,P08684,1
2438,DB00107,P30559,1
2439,DB00009,P00747,1
2440,DB04395,P19367,1
2441,DB02811,P06276,1
2442,DB00499,P05177,1
2443,DB01221,P41595,1
2444,DB01224,P20815,1
2445,DB07929,P28702,1
2446,DB07763,P22695,1
2447,DB00156,P26639,1
2448,DB01601,P11712,1
2449,DB00564,P10632,1
2450,DB01198,P47869,1
2451,DB00721,Q01959,1
2452,DB01656,P27815,1
2453,DB06698,Q9Y5N1,1
2454,DB05829,P49190,1
2455,DB04395,Q12756,1
2456,DB02850,P32754,1
2457,DB00368,P07550,1
2458,DB06589,P05230,1
2459,DB06741,P22309,1
2460,DB08816,P08684,1
2461,DB07862,Q86XF0,1
2462,DB08802,P35367,1
2463,DB08516,P27338,1
2464,DB00250,P11712,1
2465,DB01026,P04798,1
2466,DB00376,P08173,1
2467,DB02158,Q13126,1
2468,DB04454,P01133,1
2469,DB00682,P33261,1
2470,DB00570,P07437,1
2471,DB05266,Q08499,1
2472,DB02494,Q9UNX3,1
2473,DB00909,O60939,1
2474,DB00138,Q07837,1
2475,DB01215,Q99928,1
2476,DB08273,P01744,1
2477,DB05194,P04141,1
2478,DB00751,P25021,1
2479,DB01238,P18825,1
2480,DB00795,P37231,1
2481,DB00030,P07339,1
2482,DB08037,P52732,1
2483,DB00703,P08684,1
2484,DB08896,Q15759,1
2485,DB05130,P41597,1
2486,DB07543,P07550,1
2487,DB07324,P07900,1
2488,DB02659,P15954,1
2489,DB02994,P29474,1
2490,DB07247,P08709,1
2491,DB00898,P46098,1
2492,DB05506,P18031,1
2493,DB00661,O00305,1
2494,DB00690,A8MPY1,1
2495,DB04278,P60568,1
2496,DB01166,P24462,1
2497,DB00515,P00441,1
2498,DB00777,P08172,1
2499,DB03277,P19961,1
2500,DB05744,P02741,1
2501,DB00653,Q06432,1
2502,DB01098,P04035,1
2503,DB07954,Q13370,1
2504,DB02144,Q00169,1
2505,DB07167,P07333,1
2506,DB00599,P36544,1
2507,DB01466,P08684,1
2508,DB00659,Q8N1C3,1
2509,DB00808,P15382,1
2510,DB00775,P08514,1
2511,DB01136,P25100,1
2512,DB08409,P01859,1
2513,DB03397,P26572,1
2514,DB00051,P09871,1
2515,DB03404,P02144,1
2516,DB07319,P07900,1
2517,DB00501,Q01740,1
2518,DB01065,P62158,1
2519,DB05739,P50052,1
2520,DB00141,P51606,1
2521,DB00257,P10635,1
2522,DB00988,P05177,1
2523,DB01229,P10636,1
2524,DB08896,P07949,1
2525,DB02379,P04745,1
2526,DB01403,P05177,1
2527,DB00285,P11712,1
2528,DB00228,P18507,1
2529,DB05412,P00403,1
2530,DB00927,P25021,1
2531,DB00898,Q15822,1
2532,DB00849,Q13002,1
2533,DB01238,P18089,1
2534,DB06216,P35348,1
2535,DB08555,P53779,1
2536,DB01129,P20648,1
2537,DB05146,P35968,1
2538,DB05358,Q9BYF1,1
2539,DB06262,P18825,1
2540,DB01036,P08172,1
2541,DB00476,P31645,1
2542,DB00398,P11712,1
2543,DB06861,P00734,1
2544,DB01013,P04798,1
2545,DB05129,P11387,1
2546,DB01200,P18089,1
2547,DB00847,P61278,1
2548,DB01567,A8MPY1,1
2549,DB01589,Q9UN88,1
2550,DB01232,P10632,1
2551,DB04868,P08684,1
2552,DB00396,P24462,1
2553,DB00797,P25021,1
2554,DB02101,P15121,1
2555,DB00936,Q04828,1
2556,DB02552,O95749,1
2557,DB05812,P05177,1
2558,DB01285,O15528,1
2559,DB00768,P80511,1
2560,DB01285,Q01718,1
2561,DB00114,Q96EN8,1
2562,DB01026,P08684,1
2563,DB02830,P00813,1
2564,DB00514,P19878,1
2565,DB01396,P05108,1
2566,DB01544,Q16445,1
2567,DB00030,P48745,1
2568,DB00809,P08172,1
2569,DB00277,P05177,1
2570,DB04991,O14672,1
2571,DB01190,P08684,1
2572,DB07686,P24941,1
2573,DB00690,P47869,1
2574,DB07245,P56817,1
2575,DB00144,Q9BVG9,1
2576,DB08810,P08908,1
2577,DB00715,P20309,1
2578,DB02062,P08473,1
2579,DB00588,P08684,1
2580,DB07015,P27487,1
2581,DB01110,Q12809,1
2582,DB01388,Q02641,1
2583,DB00132,P32418,1
2584,DB00216,P10635,1
2585,DB00418,O15399,1
2586,DB02164,Q9UJM8,1
2587,DB00215,P05177,1
2588,DB08814,Q9Y233,1
2589,DB04675,P36873,1
2590,DB00311,P22748,1
2591,DB00198,Q99519,1
2592,DB01363,P54219,1
2593,DB06862,P42574,1
2594,DB01062,P20815,1
2595,DB00635,P08684,1
2596,DB04137,P20339,1
2597,DB00482,P11712,1
2598,DB00097,P23945,1
2599,DB07217,P53779,1
2600,DB07396,P06737,1
2601,DB00370,P28223,1
2602,DB01267,P28221,1
2603,DB01041,P33261,1
2604,DB03877,P00918,1
2605,DB00201,P29274,1
2606,DB00051,P01375,1
2607,DB00441,P23921,1
2608,DB00490,P08684,1
2609,DB07556,P03956,1
2610,DB07602,P00533,1
2611,DB02379,P02144,1
2612,DB00228,P34903,1
2613,DB00514,P11712,1
2614,DB00368,P00439,1
2615,DB00130,Q08188,1
2616,DB01226,P08172,1
2617,DB01238,P11229,1
2618,DB00929,P35408,1
2619,DB00819,P00918,1
2620,DB06712,Q13936,1
2621,DB00486,P34972,1
2622,DB00849,P34903,1
2623,DB08357,P22303,1
2624,DB01215,O00591,1
2625,DB00246,P20815,1
2626,DB00683,O14764,1
2627,DB00909,P23280,1
2628,DB02352,Q16539,1
2629,DB04338,Q16539,1
2630,DB00489,P07550,1
2631,DB00619,P10635,1
2632,DB01733,P14618,1
2633,DB00755,P00352,1
2634,DB01236,P98194,1
2635,DB00951,P33261,1
2636,DB00620,P06276,1
2637,DB08867,P10275,1
2638,DB01277,P08069,1
2639,DB08912,P57059,1
2640,DB03643,P05981,1
2641,DB00463,O00591,1
2642,DB03154,P18031,1
2643,DB00114,Q8IYQ7,1
2644,DB00477,P10635,1
2645,DB02378,P56817,1
2646,DB01594,P34903,1
2647,DB01381,P11712,1
2648,DB00501,P33261,1
2649,DB05017,P01375,1
2650,DB00857,P33261,1
2651,DB02494,P62913,1
2652,DB03704,P11766,1
2653,DB01255,Q01959,1
2654,DB08070,P17612,1
2655,DB00379,P35869,1
2656,DB04419,P01270,1
2657,DB00603,P11712,1
2658,DB02239,P13716,1
2659,DB01169,P24385,1
2660,DB00363,P35348,1
2661,DB00157,P13995,1
2662,DB00932,P33261,1
2663,DB00312,Q12879,1
2664,DB00184,P10635,1
2665,DB00951,P11712,1
2666,DB00988,P23975,1
2667,DB00130,P17812,1
2668,DB08348,P13639,1
2669,DB00480,P35354,1
2670,DB01049,P08908,1
2671,DB07374,P55769,1
2672,DB00993,P47989,1
2673,DB07836,P04054,1
2674,DB04137,Q15382,1
2675,DB00139,P55809,1
2676,DB01023,P10632,1
2677,DB00157,Q92781,1
2678,DB03256,O95954,1
2679,DB01170,P08684,1
2680,DB00130,P49221,1
2681,DB00904,P10635,1
2682,DB00316,P11509,1
2683,DB05025,P00441,1
2684,DB07934,P00734,1
2685,DB00182,P23975,1
2686,DB05131,P00740,1
2687,DB00696,P21728,1
2688,DB00312,Q13224,1
2689,DB00157,P15121,1
2690,DB08846,O43570,1
2691,DB00592,P10635,1
2692,DB08453,P14927,1
2693,DB00628,Q16445,1
2694,DB00502,O60656,1
2695,DB01858,P43235,1
2696,DB00370,P05177,1
2697,DB00397,P21397,1
2698,DB00216,P08684,1
2699,DB01276,P43220,1
2700,DB08231,P35243,1
2701,DB03147,P55789,1
2702,DB02352,P09960,1
2703,DB00688,P10632,1
2704,DB00188,P11712,1
2705,DB08349,Q16539,1
2706,DB04396,P09382,1
2707,DB02110,P99999,1
2708,DB00818,P33261,1
2709,DB06616,Q02750,1
2710,DB00201,O60658,1
2711,DB00206,P54219,1
2712,DB00231,P34903,1
2713,DB05080,Q9Y5N1,1
2714,DB00150,Q9UGM6,1
2715,DB00139,P13674,1
2716,DB04833,P08684,1
2717,DB04869,P06881,1
2718,DB00727,P05091,1
2719,DB06144,P14416,1
2720,DB02209,P11926,1
2721,DB00313,P19224,1
2722,DB00072,P02746,1
2723,DB04865,P39023,1
2724,DB00696,P18089,1
2725,DB00245,P10635,1
2726,DB00749,P35354,1
2727,DB00440,P00374,1
2728,DB05816,P14416,1
2729,DB04432,P07477,1
2730,DB00143,P35754,1
2731,DB02633,P15559,1
2732,DB01115,Q09470,1
2733,DB06892,Q02750,1
2734,DB00142,P48507,1
2735,DB00013,P14543,1
2736,DB00191,Q01959,1
2737,DB00128,P00966,1
2738,DB03661,Q9H4G4,1
2739,DB01731,P42768,1
2740,DB06905,P67775,1
2741,DB00311,P00918,1
2742,DB00421,O95180,1
2743,DB00334,P47869,1
2744,DB07264,P28482,1
2745,DB00904,P20815,1
2746,DB00898,Q99928,1
2747,DB04395,P55072,1
2748,DB08777,O14757,1
2749,DB00296,Q9Y5Y9,1
2750,DB00482,P08684,1
2751,DB00997,P11388,1
2752,DB03935,P08758,1
2753,DB01412,Q07343,1
2754,DB06678,P08913,1
2755,DB05294,Q13882,1
2756,DB07595,P24941,1
2757,DB09053,P20815,1
2758,DB08901,P36888,1
2759,DB00157,O75251,1
2760,DB01102,P08588,1
2761,DB07574,Q9BVA1,1
2762,DB00841,P07550,1
2763,DB00726,Q01959,1
2764,DB03245,Q92947,1
2765,DB05239,Q9HB55,1
2766,DB02623,P60953,1
2767,DB07104,P09960,1
2768,DB06709,P20309,1
2769,DB06218,Q15858,1
2770,DB01189,O00591,1
2771,DB08899,P10632,1
2772,DB00371,P34903,1
2773,DB00313,P20815,1
2774,DB02482,P17612,1
2775,DB00306,Q8N1C3,1
2776,DB00751,P10635,1
2777,DB00157,P51649,1
2778,DB00157,Q9Y6M9,1
2779,DB05147,Q71U36,1
2780,DB00203,P08684,1
2781,DB01215,P18507,1
2782,DB00139,Q32P28,1
2783,DB07809,P00734,1
2784,DB03865,P00734,1
2785,DB08352,Q16539,1
2786,DB02967,Q05315,1
2787,DB09048,P10635,1
2788,DB04794,P05181,1
2789,DB02552,P14324,1
2790,DB06842,Q08499,1
2791,DB08147,P18031,1
2792,DB04574,P05177,1
2793,DB08873,P20815,1
2794,DB00544,O95045,1
2795,DB04563,P07477,1
2796,DB00184,P08684,1
2797,DB03929,P23415,1
2798,DB05010,O75899,1
2799,DB00443,P08684,1
2800,DB08289,P01834,1
2801,DB03106,O14735,1
2802,DB00172,O43272,1
2803,DB08896,P11712,1
2804,DB00882,P05181,1
2805,DB00114,O15382,1
2806,DB01136,P19320,1
2807,DB00257,P05177,1
2808,DB00015,P00747,1
2809,DB00170,P11509,1
2810,DB06262,P08588,1
2811,DB00313,P11509,1
2812,DB01435,P33261,1
2813,DB03572,P00813,1
2814,DB06939,P27487,1
2815,DB02342,P04798,1
2816,DB05007,P54760,1
2817,DB00104,P35346,1
2818,DB00709,P49585,1
2819,DB00616,P12821,1
2820,DB00909,Q15858,1
2821,DB05199,P17752,1
2822,DB03435,P46976,1
2823,DB06089,O43525,1
2824,DB05785,P10276,1
2825,DB01236,P28472,1
2826,DB00659,P31644,1
2827,DB01026,P20815,1
2828,DB00153,O15528,1
2829,DB03461,Q08257,1
2830,DB00118,Q00266,1
2831,DB00201,P42338,1
2832,DB00637,P10635,1
2833,DB06868,P00734,1
2834,DB02742,Q16706,1
2835,DB00629,P18089,1
2836,DB05461,P18825,1
2837,DB00491,Q14697,1
2838,DB07309,P50579,1
2839,DB00920,Q9NP56,1
2840,DB08250,P52732,1
2841,DB00615,P08684,1
2842,DB00228,O15554,1
2843,DB00622,P20815,1
2844,DB00092,O75015,1
2845,DB00751,P08684,1
2846,DB03866,P35354,1
2847,DB00924,P10635,1
2848,DB00157,P31937,1
2849,DB00157,Q16798,1
2850,DB01361,P10632,1
2851,DB07503,P48736,1
2852,DB00396,P05177,1
2853,DB01054,Q06432,1
2854,DB01242,P10635,1
2855,DB06775,P31327,1
2856,DB01154,P14867,1
2857,DB00794,P10632,1
2858,DB01395,P10275,1
2859,DB07069,Q16719,1
2860,DB05892,P01138,1
2861,DB08493,P09237,1
2862,DB01595,P28476,1
2863,DB04315,P60953,1
2864,DB08304,P42262,1
2865,DB04919,P02671,1
2866,DB01693,P12268,1
2867,DB08690,P08574,1
2868,DB01142,P11712,1
2869,DB00133,P20132,1
2870,DB01088,Q08499,1
2871,DB01034,P49327,1
2872,DB02218,P04746,1
2873,DB04849,P35968,1
2874,DB00220,P11712,1
2875,DB07351,P15085,1
2876,DB00075,P20963,1
2877,DB07763,P08574,1
2878,DB00571,P08684,1
2879,DB00785,P08912,1
2880,DB06042,P11388,1
2881,DB00150,Q8IWU9,1
2882,DB06603,P56524,1
2883,DB01024,Q9HAW7,1
2884,DB05360,P30542,1
2885,DB00131,P33121,1
2886,DB01373,P20810,1
2887,DB09054,P20813,1
2888,DB02709,P04798,1
2889,DB00598,P08588,1
2890,DB07986,P08254,1
2891,DB01354,P42262,1
2892,DB07006,P30291,1
2893,DB05227,P28223,1
2894,DB00402,P10632,1
2895,DB03758,P08238,1
2896,DB08690,O14949,1
2897,DB01562,P10635,1
2898,DB00445,O14646,1
2899,DB03081,P07477,1
2900,DB00102,P16234,1
2901,DB08335,P14174,1
2902,DB05066,P01584,1
2903,DB01404,P35869,1
2904,DB00551,P39900,1
2905,DB00721,Q9H2S1,1
2906,DB08257,P34913,1
2907,DB01174,P04798,1
2908,DB07325,P07900,1
2909,DB04480,P36897,1
2910,DB00436,P22748,1
2911,DB01381,P14555,1
2912,DB00458,P05177,1
2913,DB05239,P20815,1
2914,DB00458,P33261,1
2915,DB00349,P33260,1
2916,DB00142,Q6YP21,1
2917,DB06287,P42345,1
2918,DB06917,P09960,1
2919,DB06800,P35372,1
2920,DB00731,P20815,1
2921,DB00659,O60391,1
2922,DB02757,P00326,1
2923,DB04459,P00746,1
2924,DB00818,P10635,1
2925,DB01588,A8MPY1,1
2926,DB01089,Q05940,1
2927,DB00497,P24462,1
2928,DB02727,P29475,1
2929,DB08750,P35228,1
2930,DB04959,P08729,1
2931,DB08175,Q13133,1
2932,DB06210,P05177,1
2933,DB00810,P11229,1
2934,DB00131,Q9Y478,1
2935,DB01055,P34896,1
2936,DB00902,P35367,1
2937,DB03721,P16581,1
2938,DB02671,P02144,1
2939,DB00030,P16519,1
2940,DB02309,P31939,1
2941,DB00973,P35610,1
2942,DB08742,Q15788,1
2943,DB02315,O00408,1
2944,DB00543,P35368,1
2945,DB06842,P27815,1
2946,DB01354,P34903,1
2947,DB05149,O96017,1
2948,DB00078,P08637,1
2949,DB01677,P23368,1
2950,DB03615,P07237,1
2951,DB00515,P11712,1
2952,DB00768,P23297,1
2953,DB06616,Q9Y2U5,1
2954,DB00392,P06276,1
2955,DB00492,P12821,1
2956,DB01028,P18505,1
2957,DB02063,P07477,1
2958,DB01591,P08173,1
2959,DB05752,P08172,1
2960,DB00786,Q9NRE1,1
2961,DB00032,P22888,1
2962,DB05470,Q16539,1
2963,DB03552,P07101,1
2964,DB00119,P53985,1
2965,DB00753,Q09470,1
2966,DB00320,P28222,1
2967,DB00212,P00797,1
2968,DB04077,Q9NPH2,1
2969,DB08896,P10721,1
2970,DB01032,P11712,1
2971,DB07164,P24941,1
2972,DB01159,Q12879,1
2973,DB00171,Q08828,1
2974,DB08333,P14174,1
2975,DB01159,Q12791,1
2976,DB01863,P31749,1
2977,DB01076,P10635,1
2978,DB06738,O60391,1
2979,DB06867,Q13526,1
2980,DB06616,Q13555,1
2981,DB01404,P05231,1
2982,DB01072,P11712,1
2983,DB08067,O60674,1
2984,DB01037,P33261,1
2985,DB00796,P35503,1
2986,DB06702,P08684,1
2987,DB08901,P12931,1
2988,DB00924,P05177,1
2989,DB00347,P11712,1
2990,DB00405,P35367,1
2991,DB05129,P11388,1
2992,DB00277,P10632,1
2993,DB06984,Q16706,1
2994,DB00514,P32297,1
2995,DB01151,P28223,1
2996,DB00343,P24462,1
2997,DB04971,Q07869,1
2998,DB01361,P33261,1
2999,DB00622,P20813,1
3000,DB06663,P30872,1
3001,DB01156,P11712,1
3002,DB00421,Q06432,1
3003,DB04315,P62826,1
3004,DB00201,P05181,1
3005,DB00349,P28472,1
3006,DB00363,P28223,1
3007,DB00622,P25100,1
3008,DB01209,P35372,1
3009,DB01268,P10721,1
3010,DB00126,Q8N543,1
3011,DB00446,P08684,1
3012,DB00321,P05177,1
3013,DB00457,P35348,1
3014,DB00922,Q14432,1
3015,DB00320,P41595,1
3016,DB00991,P11712,1
3017,DB05492,P28223,1
3018,DB01403,P18089,1
3019,DB00475,Q99928,1
3020,DB00713,P46059,1
3021,DB06216,P28223,1
3022,DB08594,P43235,1
3023,DB00171,P12235,1
3024,DB04374,Q9UJM8,1
3025,DB00527,P06276,1
3026,DB01049,A5X5Y0,1
3027,DB02556,P06850,1
3028,DB00157,P09622,1
3029,DB02900,P20645,1
3030,DB00028,P0C0L4,1
3031,DB02398,P00749,1
3032,DB05812,P08684,1
3033,DB00500,P48775,1
3034,DB00404,O14764,1
3035,DB05290,P25101,1
3036,DB04690,P11387,1
3037,DB00767,P08173,1
3038,DB01236,Q8N1C3,1
3039,DB01364,P23975,1
3040,DB06637,Q92953,1
3041,DB01174,O60391,1
3042,DB01583,P10828,1
3043,DB00454,P08173,1
3044,DB01067,Q09428,1
3045,DB08865,P08684,1
3046,DB05407,P05305,1
3047,DB01209,P41145,1
3048,DB07225,P07858,1
3049,DB00340,P11229,1
3050,DB04263,P11926,1
3051,DB00463,P36544,1
3052,DB01045,P33261,1
3053,DB05271,P21917,1
3054,DB00887,P55011,1
3055,DB00780,P20815,1
3056,DB00114,Q9NVS9,1
3057,DB04630,P08235,1
3058,DB08838,P02708,1
3059,DB00747,P08172,1
3060,DB07988,P08254,1
3061,DB00575,P18825,1
3062,DB00074,P02746,1
3063,DB05773,P04626,1
3064,DB00967,P33261,1
3065,DB01591,P20309,1
3066,DB00307,P11712,1
3067,DB08114,P61925,1
3068,DB08519,P35968,1
3069,DB03365,P24941,1
3070,DB06825,P30968,1
3071,DB00947,P08684,1
3072,DB04894,P25103,1
3073,DB07388,P35228,1
3074,DB05651,Q92769,1
3075,DB03486,Q8WVQ1,1
3076,DB00831,P26447,1
3077,DB07227,P53609,1
3078,DB01175,P35348,1
3079,DB08912,P10632,1
3080,DB00321,P41145,1
3081,DB00848,P32297,1
3082,DB00182,P18089,1
3083,DB00909,Q9P0X4,1
3084,DB09078,P22455,1
3085,DB02795,P04054,1
3086,DB00228,P28472,1
3087,DB00228,Q99928,1
3088,DB03346,P49888,1
3089,DB08678,P23467,1
3090,DB00667,P08684,1
3091,DB01564,P10275,1
3092,DB08347,P08588,1
