,Drug_ID,Protein_ID,label
3245,DB05469,P35348,1
3246,DB00441,P32320,1
3247,DB00322,P04818,1
3248,DB00013,P00750,1
3249,DB00213,P05177,1
3250,DB00162,O75911,1
3251,DB00523,P48443,1
3252,DB07814,Q6P093,1
3253,DB03929,P29508,1
3254,DB07135,P27487,1
3255,DB00678,P16662,1
3256,DB04272,Q9BY32,1
3257,DB00715,P28223,1
3258,DB00042,P63027,1
3259,DB00165,P04798,1
3260,DB00250,P33260,1
3261,DB00863,P05177,1
3262,DB00072,P31995,1
3263,DB00133,O15270,1
3264,DB03435,P16442,1
3265,DB01599,O95477,1
3266,DB01167,P10635,1
3267,DB02772,O00244,1
3268,DB00545,P22303,1
3269,DB01103,O60733,1
3270,DB00909,P21397,1
3271,DB01444,P41143,1
3272,DB04714,P14324,1
3273,DB00972,P20815,1
3274,DB06292,P05177,1
3275,DB00553,Q16696,1
3276,DB03428,P24941,1
3277,DB08174,P00742,1
3278,DB06817,P22309,1
3279,DB01591,P08173,1
3280,DB00545,P08684,1
3281,DB04325,P07478,1
3282,DB01564,P10275,1
3283,DB00233,P09917,1
3284,DB06701,P31645,1
3285,DB01407,P05177,1
3286,DB03906,P09601,1
3287,DB00985,P35367,1
3288,DB07297,P06239,1
3289,DB00714,P28223,1
3290,DB01007,P08684,1
3291,DB00157,P40939,1
3292,DB00692,P35348,1
3293,DB08846,P43405,1
3294,DB01583,P10828,1
3295,DB08513,P35568,1
3296,DB00562,P00918,1
3297,DB01078,P05023,1
3298,DB00667,P25021,1
3299,DB00114,P11926,1
3300,DB05434,P09038,1
3301,DB00157,P48728,1
3302,DB00051,P09871,1
3303,DB01437,P05108,1
3304,DB04195,P11217,1
3305,DB01353,P43681,1
3306,DB01193,P08588,1
3307,DB02379,P02144,1
3308,DB08248,P24941,1
3309,DB05482,P11387,1
3310,DB00514,P30926,1
3311,DB07223,P07858,1
3312,DB00679,P10632,1
3313,DB01080,Q9UBS5,1
3314,DB01893,P12931,1
3315,DB08388,P45452,1
3316,DB00300,P22392,1
3317,DB00334,O00591,1
3318,DB00916,Q16850,1
3319,DB01041,P05177,1
3320,DB00262,P00390,1
3321,DB05804,P35354,1
3322,DB02077,P29474,1
3323,DB07793,P11217,1
3324,DB01614,P21728,1
3325,DB00421,Q02641,1
3326,DB00112,P12318,1
3327,DB01601,P08684,1
3328,DB00242,P23921,1
3329,DB00849,Q13002,1
3330,DB00116,P42898,1
3331,DB07941,Q16539,1
3332,DB07509,P37231,1
3333,DB07522,P00734,1
3334,DB08676,P49354,1
3335,DB00268,P21917,1
3336,DB08865,P08581,1
3337,DB04447,O43708,1
3338,DB00130,P47897,1
3339,DB00370,P08913,1
3340,DB02109,Q8N142,1
3341,DB01016,P11712,1
3342,DB00659,O60391,1
3343,DB06891,P00918,1
3344,DB00313,P10632,1
3345,DB03509,P09874,1
3346,DB02165,P09488,1
3347,DB01221,P41145,1
3348,DB02325,P07478,1
3349,DB08930,P24462,1
3350,DB00126,O00469,1
3351,DB00741,P04150,1
3352,DB06207,P35348,1
3353,DB04522,Q9UL54,1
3354,DB00172,P32322,1
3355,DB06843,O95622,1
3356,DB00129,Q9Y619,1
3357,DB04894,P35346,1
3358,DB00697,P18089,1
3359,DB00651,Q08499,1
3360,DB08233,P24941,1
3361,DB00098,P31994,1
3362,DB05041,Q16831,1
3363,DB00025,Q07954,1
3364,DB07221,O95749,1
3365,DB01544,P16662,1
3366,DB00682,P33260,1
3367,DB00217,P07550,1
3368,DB00909,P00918,1
3369,DB05475,O00206,1
3370,DB01589,P48169,1
3371,DB09030,P25116,1
3372,DB01224,P28566,1
3373,DB03155,P07998,1
3374,DB03203,Q9NZD2,1
3375,DB03559,P00326,1
3376,DB00445,O14646,1
3377,DB00030,P29120,1
3378,DB00091,Q96LZ3,1
3379,DB04612,P98170,1
3380,DB00701,P33261,1
3381,DB00589,P41595,1
3382,DB00531,P11509,1
3383,DB00043,P12319,1
3384,DB01338,P08172,1
3385,DB00334,P35462,1
3386,DB00071,P05177,1
3387,DB06928,Q04609,1
3388,DB03005,P22303,1
3389,DB09079,P06239,1
3390,DB00170,P47989,1
3391,DB05404,P04637,1
3392,DB06876,O14757,1
3393,DB01354,P47869,1
3394,DB04964,Q8WXI7,1
3395,DB02044,P35228,1
3396,DB00273,O14764,1
3397,DB01303,Q92769,1
3398,DB00974,Q15166,1
3399,DB00220,P05177,1
3400,DB00882,P05181,1
3401,DB00463,O14764,1
3402,DB00493,P02768,1
3403,DB06731,P20815,1
3404,DB07957,Q9UNI1,1
3405,DB00416,Q15822,1
3406,DB00773,P22309,1
3407,DB04522,Q03721,1
3408,DB01127,P05181,1
3409,DB00569,P00742,1
3410,DB01247,P21397,1
3411,DB04137,P16118,1
3412,DB00724,Q9NYK1,1
3413,DB06741,P22309,1
3414,DB06080,P35968,1
3415,DB01259,P04626,1
3416,DB00170,P05177,1
3417,DB01236,P08684,1
3418,DB00661,Q00975,1
3419,DB00624,P08684,1
3420,DB00198,Q99519,1
3421,DB01110,Q12791,1
3422,DB01224,P18825,1
3423,DB08690,P14927,1
3424,DB00396,P03372,1
3425,DB01614,P35368,1
3426,DB00794,P05177,1
3427,DB00211,P10635,1
3428,DB07048,P00918,1
3429,DB02466,P13631,1
3430,DB00792,P35367,1
3431,DB01115,Q09470,1
3432,DB03010,Q13748,1
3433,DB00013,Q9Y5Y6,1
3434,DB08818,P98066,1
3435,DB00114,P35520,1
3436,DB00118,P17707,1
3437,DB01107,P34903,1
3438,DB00381,P24462,1
3439,DB08827,P55157,1
3440,DB08330,P08574,1
3441,DB01439,P35372,1
3442,DB00758,P20813,1
3443,DB07656,P43490,1
3444,DB01119,P05023,1
3445,DB06897,P53350,1
3446,DB01076,P04035,1
3447,DB05271,P10635,1
3448,DB01227,P32297,1
3449,DB04315,P20339,1
3450,DB05470,P01375,1
3451,DB00130,P49915,1
3452,DB00599,P42262,1
3453,DB07447,P51857,1
3454,DB08214,P35228,1
3455,DB00219,P11229,1
3456,DB01226,Q15822,1
3457,DB04234,P43235,1
3458,DB00157,O43676,1
3459,DB00586,P11712,1
3460,DB05129,P11387,1
3461,DB04447,P09382,1
3462,DB00092,P02746,1
3463,DB01863,Q06187,1
3464,DB00752,P27338,1
3465,DB02494,Q96L21,1
3466,DB00413,P08908,1
3467,DB03390,P15309,1
3468,DB01403,P08173,1
3469,DB00139,Q13183,1
3470,DB01686,P29474,1
3471,DB00308,Q9Y257,1
3472,DB00342,P20309,1
3473,DB00186,Q99928,1
3474,DB00546,P24046,1
3475,DB01215,Q99928,1
3476,DB01205,O14764,1
3477,DB06943,P78536,1
3478,DB00130,P21980,1
3479,DB00605,P23219,1
3480,DB01233,P46098,1
3481,DB06148,P41145,1
3482,DB04424,P07477,1
3483,DB04753,P00491,1
3484,DB00313,P16662,1
3485,DB04855,P35368,1
3486,DB08810,P08908,1
3487,DB00814,P08684,1
3488,DB03088,P0CG04,1
3489,DB05492,P28335,1
3490,DB01136,Q16665,1
3491,DB05494,P27707,1
3492,DB00144,P48651,1
3493,DB02141,P29474,1
3494,DB00248,P21728,1
3495,DB07676,Q16566,1
3496,DB00418,Q05586,1
3497,DB00032,P22888,1
3498,DB00184,Q9GZZ6,1
3499,DB00102,P01023,1
3500,DB07757,Q92731,1
3501,DB00163,Q9UDX4,1
3502,DB00363,Q16678,1
3503,DB00250,P23219,1
3504,DB00642,P27707,1
3505,DB03280,P23919,1
3506,DB00988,P21964,1
3507,DB01567,P47870,1
3508,DB04121,P84077,1
3509,DB01067,P08684,1
3510,DB00334,P28221,1
3511,DB00515,P35354,1
3512,DB01821,P29475,1
3513,DB00537,P24462,1
3514,DB00313,Q15858,1
3515,DB00334,P35368,1
3516,DB00142,P54886,1
3517,DB08309,P20248,1
3518,DB01079,P11712,1
3519,DB00481,Q92731,1
3520,DB05750,P21554,1
3521,DB00321,P08172,1
3522,DB01837,P23219,1
3523,DB07615,O60760,1
3524,DB05740,Q9GZZ6,1
3525,DB02692,P29474,1
3526,DB00196,P20815,1
3527,DB08443,P07900,1
3528,DB00413,P08913,1
3529,DB00805,P22303,1
3530,DB09202,P25100,1
3531,DB02535,P00918,1
3532,DB05492,P28223,1
3533,DB03189,P61626,1
3534,DB00062,P11712,1
3535,DB03754,Q8WVQ1,1
3536,DB01221,P30939,1
3537,DB07506,Q9HB40,1
3538,DB07235,P17612,1
3539,DB00144,Q9BVG9,1
3540,DB00321,P34969,1
3541,DB01403,P08913,1
3542,DB01114,P23975,1
3543,DB00475,Q8N1C3,1
3544,DB00155,Q9ULC6,1
3545,DB00568,P08172,1
3546,DB00655,P05177,1
3547,DB00334,Q99928,1
3548,DB01194,P08684,1
3549,DB01559,P20813,1
3550,DB07050,P00918,1
3551,DB01026,O43174,1
3552,DB00725,P08173,1
3553,DB09039,Q16739,1
3554,DB03957,P60568,1
3555,DB00342,P10635,1
3556,DB03425,Q13002,1
3557,DB04153,P11766,1
3558,DB04522,P05451,1
3559,DB08345,P68400,1
3560,DB00752,P08684,1
3561,DB01890,Q07869,1
3562,DB01110,Q9H252,1
3563,DB07080,Q13133,1
3564,DB07771,P01116,1
3565,DB07129,P00749,1
3566,DB00157,P40925,1
3567,DB00071,P01906,1
3568,DB00364,P02679,1
3569,DB09078,P11362,1
3570,DB00393,Q08289,1
3571,DB01277,P08069,1
3572,DB00072,P02745,1
3573,DB02193,P00734,1
3574,DB01954,Q08499,1
3575,DB05213,P36888,1
3576,DB07321,P09467,1
3577,DB03496,P24941,1
3578,DB03286,P11217,1
3579,DB00201,P54750,1
3580,DB07763,P22695,1
3581,DB07254,P54760,1
3582,DB00897,P48169,1
3583,DB02552,P14324,1
3584,DB03623,P53779,1
3585,DB00454,Q12879,1
3586,DB07919,P21397,1
3587,DB00586,P10632,1
3588,DB00553,P05177,1
3589,DB00104,P05164,1
3590,DB08080,Q969V6,1
3591,DB03147,P16083,1
3592,DB00659,P47870,1
3593,DB01173,P20813,1
3594,DB00642,P00374,1
3595,DB02515,P05062,1
3596,DB00068,P17181,1
3597,DB05358,Q9BYF1,1
3598,DB00540,P25100,1
3599,DB00772,P05177,1
3600,DB00725,P08172,1
3601,DB08846,Q16790,1
3602,DB07127,P23467,1
3603,DB07234,P49137,1
3604,DB00818,O60656,1
3605,DB00036,P38435,1
3606,DB00514,P15153,1
3607,DB01159,P78334,1
3608,DB00113,P13688,1
3609,DB07369,P08581,1
3610,DB01234,P20815,1
3611,DB01392,P28223,1
3612,DB02090,P08254,1
3613,DB08932,P25101,1
3614,DB04272,O14964,1
3615,DB00949,P08684,1
3616,DB00918,P08684,1
3617,DB08478,P04818,1
3618,DB05039,P08684,1
3619,DB01623,P10635,1
3620,DB00002,P12314,1
3621,DB07503,P48736,1
3622,DB00342,P08684,1
3623,DB08239,P52732,1
3624,DB00297,P34995,1
3625,DB00426,Q06278,1
3626,DB01104,P05177,1
3627,DB00877,P24462,1
3628,DB01179,P08684,1
3629,DB00675,P10635,1
3630,DB00157,P15121,1
3631,DB06637,Q9NZV8,1
3632,DB07215,Q15788,1
3633,DB07780,P53611,1
3634,DB00122,O14939,1
3635,DB01072,P11712,1
3636,DB07528,P35968,1
3637,DB00697,Q9Y2I1,1
3638,DB03247,Q96CD2,1
3639,DB06887,P18031,1
3640,DB01159,P11509,1
3641,DB05201,P21554,1
3642,DB01083,P47712,1
3643,DB00678,Q9HAW8,1
3644,DB00501,P08684,1
3645,DB02783,P00505,1
3646,DB08231,P00519,1
3647,DB05250,P05231,1
3648,DB00002,P00533,1
3649,DB11363,Q9UM73,1
3650,DB00253,P04150,1
3651,DB07139,P15121,1
3652,DB08515,P28070,1
3653,DB08203,Q86XF0,1
3654,DB00831,P26447,1
3655,DB04825,P62158,1
3656,DB01190,P08684,1
3657,DB00313,Q9HAW9,1
3658,DB05657,Q92847,1
3659,DB08402,P37231,1
3660,DB00514,P41145,1
3661,DB05007,P01133,1
3662,DB04845,P08684,1
3663,DB07736,P56817,1
3664,DB00162,P12271,1
3665,DB02631,P19971,1
3666,DB01182,P05177,1
3667,DB02915,P20248,1
3668,DB00129,P52569,1
3669,DB01186,P18825,1
3670,DB01382,P48048,1
3671,DB00186,P18505,1
3672,DB00220,P24462,1
3673,DB04395,P13569,1
3674,DB00030,P14735,1
3675,DB01392,P35462,1
3676,DB00157,P14061,1
3677,DB03247,P29475,1
3678,DB04137,P00367,1
3679,DB04858,P05181,1
3680,DB04530,Q07343,1
3681,DB08615,P22303,1
3682,DB00228,P31644,1
3683,DB03867,P00390,1
3684,DB00508,P08172,1
3685,DB00387,P11229,1
3686,DB07988,P08254,1
3687,DB05324,P00533,1
3688,DB03253,P27487,1
3689,DB07877,P08238,1
3690,DB02166,P22303,1
3691,DB00145,P48637,1
3692,DB01174,Q8TCU5,1
3693,DB01367,P27338,1
3694,DB04855,P08588,1
3695,DB00363,P05181,1
3696,DB00368,P08913,1
3697,DB02974,P20813,1
3698,DB01076,P08684,1
3699,DB01559,P28472,1
3700,DB01028,O00591,1
3701,DB01873,P07437,1
3702,DB01242,P10635,1
3703,DB08004,Q8TF76,1
3704,DB06719,P30968,1
3705,DB04540,P35398,1
3706,DB01174,P14867,1
3707,DB01777,Q16613,1
3708,DB01254,P04798,1
3709,DB00572,P08173,1
3710,DB08080,Q8WWL2,1
3711,DB00723,P35368,1
3712,DB00273,P18507,1
3713,DB02483,Q10588,1
3714,DB00617,P08684,1
3715,DB07246,P14780,1
3716,DB01119,P15104,1
3717,DB00563,Q06278,1
3718,DB01071,P08684,1
3719,DB08333,P14174,1
3720,DB00454,Q01959,1
3721,DB07834,Q16539,1
3722,DB00675,P05771,1
3723,DB05219,P27815,1
3724,DB06080,P35916,1
3725,DB00958,P30711,1
3726,DB01274,P11712,1
3727,DB00767,P35367,1
3728,DB01567,O14764,1
3729,DB06741,O15399,1
3730,DB06148,P35462,1
3731,DB00972,P35367,1
3732,DB03283,P22303,1
3733,DB02915,P24941,1
3734,DB09029,Q16552,1
3735,DB07778,O14949,1
3736,DB07821,Q15102,1
3737,DB03615,P07237,1
3738,DB01200,P18825,1
3739,DB06589,P17948,1
3740,DB00652,Q99720,1
3741,DB00342,P08912,1
3742,DB00075,P12318,1
3743,DB00334,P35348,1
3744,DB04233,P08100,1
3745,DB00398,P20815,1
3746,DB07545,O14965,1
3747,DB04821,P27338,1
3748,DB05432,Q9NYX4,1
3749,DB07428,P69905,1
3750,DB00073,P02746,1
3751,DB01238,P28335,1
3752,DB00421,O00305,1
3753,DB07574,Q9H169,1
3754,DB00114,Q8TD30,1
3755,DB03880,P51512,1
3756,DB01142,Q9H3N8,1
3757,DB04447,P23284,1
3758,DB01483,Q16445,1
3759,DB01248,Q9H4B7,1
3760,DB01762,P16930,1
3761,DB00592,P28472,1
3762,DB00216,P30939,1
3763,DB00907,P11229,1
3764,DB00142,O00222,1
3765,DB01107,Q9UN88,1
3766,DB04652,Q15788,1
3767,DB00622,P54289,1
3768,DB07329,P01859,1
3769,DB04272,Q9BZX2,1
3770,DB03461,P00325,1
3771,DB00857,P11712,1
3772,DB02296,P00797,1
3773,DB01426,P10635,1
3774,DB00623,P10635,1
3775,DB02821,P04181,1
3776,DB00041,P35354,1
3777,DB08504,P27487,1
3778,DB08003,P18031,1
3779,DB00573,P23219,1
3780,DB00648,P15538,1
3781,DB08818,Q96S86,1
3782,DB01095,P04798,1
3783,DB00718,P54819,1
3784,DB06216,P22310,1
3785,DB00745,Q01959,1
3786,DB00889,P10635,1
3787,DB00315,P05177,1
3788,DB00378,P06401,1
3789,DB02235,P05067,1
3790,DB00499,P05177,1
3791,DB00543,Q01959,1
3792,DB00667,P50135,1
3793,DB00135,P17735,1
3794,DB00078,P11836,1
3795,DB00157,P03915,1
3796,DB01109,P00742,1
3797,DB01839,P00488,1
3798,DB04334,Q16853,1
3799,DB04991,O14672,1
3800,DB04868,P11712,1
3801,DB08172,Q02127,1
3802,DB00131,Q07343,1
3803,DB08399,P36542,1
3804,DB00667,Q9H3N8,1
3805,DB02007,P06744,1
3806,DB03861,Q9Y691,1
3807,DB08742,Q15788,1
3808,DB04272,P07360,1
3809,DB04889,P23975,1
3810,DB00031,P05787,1
3811,DB00665,P16435,1
3812,DB01403,P25100,1
3813,DB02341,P08246,1
3814,DB01209,P41145,1
3815,DB08558,P08588,1
3816,DB00098,P42081,1
3817,DB00145,Q14957,1
3818,DB00958,P47989,1
3819,DB04630,P19099,1
3820,DB00543,P18507,1
3821,DB00289,P31645,1
3822,DB00425,P05177,1
3823,DB00945,P04637,1
3824,DB00228,O14764,1
3825,DB00334,P47870,1
3826,DB00255,P11509,1
3827,DB00993,P47989,1
3828,DB03706,Q03013,1
3829,DB01079,Q13639,1
3830,DB05366,P06401,1
3831,DB00783,P20815,1
3832,DB01136,P11712,1
3833,DB00688,P16662,1
3834,DB00035,P47901,1
3835,DB01588,P18507,1
3836,DB01406,P08684,1
3837,DB00346,P25100,1
3838,DB00909,P35219,1
3839,DB00269,P11511,1
3840,DB00126,Q96Q83,1
3841,DB00292,Q8N1C3,1
3842,DB08132,P24941,1
3843,DB01215,P18507,1
3844,DB07285,P14780,1
3845,DB00074,P00736,1
3846,DB05264,P32927,1
3847,DB00114,O75600,1
3848,DB01424,P08684,1
3849,DB04847,Q9H6Z9,1
3850,DB08321,Q16706,1
3851,DB03048,Q12882,1
3852,DB06992,P28845,1
3853,DB01115,Q13936,1
3854,DB01496,Q13002,1
3855,DB01384,P04150,1
3856,DB01643,P23919,1
3857,DB03796,P50897,1
3858,DB02325,P01375,1
3859,DB08059,P42336,1
3860,DB00721,Q9Y691,1
3861,DB00641,P05107,1
3862,DB00231,P18505,1
3863,DB01151,P35368,1
3864,DB00761,Q9UHW9,1
3865,DB00290,P49916,1
3866,DB00421,Q00975,1
3867,DB04769,P48736,1
3868,DB03424,P09960,1
3869,DB04574,P05177,1
3870,DB00640,P55263,1
3871,DB08047,Q15596,1
3872,DB04855,O60840,1
3873,DB00247,P34969,1
3874,DB01049,P31644,1
3875,DB00308,P54289,1
3876,DB00157,Q9UBM7,1
3877,DB00542,P42898,1
3878,DB01074,P20813,1
3879,DB01236,Q16445,1
3880,DB00031,P05452,1
3881,DB00589,P21728,1
3882,DB00812,P35354,1
3883,DB05045,P49146,1
3884,DB00157,P51648,1
3885,DB01567,A8MPY1,1
3886,DB00421,P10632,1
3887,DB08477,P00742,1
3888,DB01029,P35503,1
3889,DB00701,P10635,1
3890,DB02093,P06744,1
3891,DB06212,P30518,1
3892,DB00924,P10635,1
3893,DB00993,P09210,1
3894,DB08901,P12931,1
3895,DB00836,P41145,1
3896,DB00321,P08908,1
3897,DB00477,P35462,1
3898,DB01029,P30556,1
3899,DB02547,O60547,1
3900,DB00201,O00408,1
3901,DB02991,P29475,1
3902,DB00701,P20815,1
3903,DB05345,P35367,1
3904,DB00653,Q08289,1
3905,DB07766,Q00536,1
3906,DB01263,P08684,1
3907,DB07491,P07477,1
3908,DB00630,P38606,1
3909,DB04761,P45452,1
3910,DB06843,Q08462,1
3911,DB02671,P02144,1
3912,DB00370,P34969,1
3913,DB07401,O14949,1
3914,DB06274,P35372,1
3915,DB01079,P28335,1
3916,DB00108,P31995,1
3917,DB00110,P31995,1
3918,DB04238,P07477,1
3919,DB04827,Q06278,1
3920,DB00312,O00591,1
3921,DB00150,P48775,1
3922,DB00333,P20813,1
3923,DB05232,P35498,1
3924,DB00731,P24462,1
3925,DB00075,P09871,1
3926,DB00476,P31645,1
3927,DB01651,P02743,1
3928,DB07486,P20701,1
3929,DB02328,P32929,1
3930,DB00143,Q16772,1
3931,DB00898,P19320,1
3932,DB05767,P01584,1
3933,DB00909,Q9UI33,1
3934,DB04144,Q00987,1
3935,DB00199,P05177,1
3936,DB00622,P10635,1
3937,DB00528,P24462,1
3938,DB00762,O60656,1
3939,DB06987,P02788,1
3940,DB00130,P08243,1
3941,DB04272,Q9GZU7,1
3942,DB07036,Q92731,1
3943,DB00294,P08684,1
3944,DB05490,P37231,1
3945,DB04894,P30874,1
3946,DB00199,P02768,1
3947,DB00142,Q14957,1
3948,DB05900,P08069,1
3949,DB04464,P01008,1
3950,DB00726,P35368,1
3951,DB01351,Q13002,1
3952,DB01567,P28472,1
3953,DB01381,P18507,1
3954,DB00831,P05177,1
3955,DB00432,P19971,1
3956,DB01104,P10635,1
3957,DB00246,P35368,1
3958,DB07394,P06576,1
3959,DB07738,P56817,1
3960,DB03326,P07998,1
3961,DB01213,P00325,1
3962,DB04960,P49356,1
3963,DB00836,P08684,1
3964,DB05280,P21917,1
3965,DB06777,Q02318,1
3966,DB08911,P10632,1
3967,DB08611,P25774,1
3968,DB07977,Q02127,1
3969,DB05149,O96017,1
3970,DB01621,P28223,1
3971,DB01224,P28221,1
3972,DB01151,P08684,1
3973,DB01236,P03886,1
3974,DB01088,Q08499,1
3975,DB01094,P55157,1
3976,DB06738,O15399,1
3977,DB00217,P18825,1
3978,DB00749,P35503,1
3979,DB01303,P05177,1
3980,DB07220,P24941,1
3981,DB00270,Q9NY47,1
3982,DB00711,P09917,1
3983,DB08775,Q9UBX1,1
3984,DB00458,P50406,1
3985,DB00157,P30838,1
3986,DB04855,O95069,1
3987,DB00283,P35367,1
3988,DB02589,P29474,1
3989,DB01267,P14416,1
3990,DB08026,P53779,1
3991,DB00381,Q6TME4,1
3992,DB00546,P47870,1
3993,DB00306,P18507,1
3994,DB03434,P22749,1
3995,DB01240,Q16647,1
3996,DB01075,P05177,1
3997,DB00145,Q14330,1
3998,DB01248,P24462,1
3999,DB03158,P32019,1
4000,DB05291,P05177,1
4001,DB04493,Q16877,1
4002,DB07397,P22894,1
4003,DB00470,P11712,1
4004,DB00584,P08684,1
4005,DB00157,P07327,1
4006,DB00536,P07998,1
4007,DB00231,P48169,1
4008,DB00108,P02745,1
4009,DB07444,P53355,1
4010,DB01558,P47870,1
4011,DB01296,P01579,1
4012,DB01200,P28223,1
4013,DB04961,P27707,1
4014,DB08896,P15056,1
4015,DB08807,P13945,1
4016,DB05676,P01579,1
4017,DB02459,P00751,1
4018,DB00814,P52209,1
4019,DB07841,P49354,1
4020,DB01115,P20815,1
4021,DB03814,Q6NXR0,1
4022,DB00065,P01375,1
4023,DB01207,P24557,1
4024,DB03856,P11926,1
4025,DB06148,P35348,1
4026,DB00376,P08912,1
4027,DB07400,P00734,1
4028,DB01341,P14867,1
4029,DB08151,P11217,1
4030,DB02320,P06737,1
4031,DB05146,P10721,1
4032,DB03754,P17707,1
4033,DB06147,P11511,1
4034,DB00171,P12235,1
4035,DB02325,P23526,1
4036,DB00952,P28222,1
4037,DB01020,P08684,1
4038,DB00232,P00915,1
4039,DB06612,P05113,1
4040,DB06695,P16662,1
4041,DB00530,P00533,1
4042,DB06148,P28335,1
4043,DB00490,P08684,1
4044,DB01583,P10827,1
4045,DB00483,P08172,1
4046,DB02494,P15085,1
4047,DB00340,P08173,1
4048,DB08150,P17612,1
4049,DB01248,P10636,1
4050,DB01008,P08684,1
4051,DB00704,P41143,1
4052,DB00451,P10827,1
4053,DB00594,P37088,1
4054,DB01221,P41595,1
4055,DB02805,P07998,1
4056,DB04841,P11712,1
4057,DB00814,P10632,1
4058,DB05814,P62942,1
4059,DB01222,P04150,1
4060,DB08594,P43235,1
4061,DB01189,P30049,1
4062,DB08811,P27815,1
4063,DB00313,P11509,1
4064,DB06148,P18089,1
4065,DB01088,Q08493,1
4066,DB00354,P35367,1
4067,DB06216,P10635,1
4068,DB00936,P11712,1
4069,DB00186,P54855,1
4070,DB08801,P35367,1
4071,DB01156,P08684,1
4072,DB03721,P11226,1
4073,DB07589,P25774,1
4074,DB00128,P00966,1
4075,DB02383,P14550,1
4076,DB00252,P10632,1
4077,DB04831,P11712,1
4078,DB05359,P48039,1
4079,DB00327,P35372,1
4080,DB04573,Q92731,1
4081,DB01201,Q9HB55,1
4082,DB00379,Q14524,1
4083,DB08805,P25021,1
4084,DB00357,P33261,1
4085,DB08889,P40306,1
4086,DB01169,P28482,1
4087,DB01520,Q14957,1
4088,DB04645,P11217,1
4089,DB00420,P08172,1
4090,DB01296,P14780,1
4091,DB00281,P11509,1
4092,DB04464,P04271,1
4093,DB01174,Q05586,1
4094,DB00866,P07550,1
4095,DB04618,P04746,1
4096,DB00956,P08684,1
4097,DB00682,P05177,1
4098,DB01594,P24046,1
4099,DB08507,P08254,1
4100,DB05802,P26010,1
4101,DB01124,P33261,1
4102,DB08930,P09086,1
4103,DB00688,P19224,1
4104,DB06734,P38606,1
4105,DB01619,P35367,1
4106,DB00544,P11172,1
4107,DB01351,P47869,1
4108,DB00445,P16662,1
4109,DB08163,P17707,1
4110,DB00820,O76074,1
4111,DB05034,P16066,1
4112,DB00502,P08684,1
4113,DB00170,Q9BQB6,1
4114,DB00590,P10635,1
4115,DB01023,P10632,1
4116,DB04743,P02788,1
4117,DB00864,P24462,1
4118,DB06413,P11712,1
4119,DB00993,P00492,1
4120,DB02701,P00338,1
4121,DB01366,P07550,1
4122,DB05317,P37268,1
4123,DB01440,P18505,1
4124,DB00696,P18089,1
4125,DB01149,P35348,1
4126,DB00666,Q96P88,1
4127,DB00972,P10635,1
4128,DB00250,P31513,1
4129,DB01186,P25100,1
4130,DB00668,P08588,1
4131,DB00806,P21589,1
4132,DB00628,Q16445,1
4133,DB08439,P35354,1
4134,DB00540,P08172,1
4135,DB08356,Q16654,1
4136,DB04464,P20674,1
4137,DB00185,P20309,1
4138,DB00594,P51172,1
4139,DB00237,P48169,1
4140,DB00489,P07550,1
4141,DB00822,P09172,1
4142,DB01115,P11712,1
4143,DB00142,P24298,1
4144,DB08881,P10635,1
4145,DB07054,P24941,1
4146,DB00157,O43181,1
4147,DB00133,O15269,1
4148,DB06681,P33681,1
4149,DB03478,Q9NXA8,1
4150,DB00721,Q8TCU5,1
4151,DB00055,P05121,1
4152,DB06204,P46098,1
4153,DB00813,P41145,1
4154,DB08256,P34913,1
4155,DB06210,P40238,1
4156,DB01206,Q9H169,1
4157,DB03626,P15559,1
4158,DB08015,P53779,1
4159,DB04513,P63316,1
4160,DB08901,P10635,1
4161,DB01192,P35372,1
4162,DB01098,P20815,1
4163,DB00690,P48169,1
4164,DB00801,P28472,1
4165,DB04522,P29508,1
4166,DB01333,P08684,1
4167,DB00110,P31994,1
4168,DB00098,P05556,1
4169,DB00195,P10635,1
4170,DB05210,P42345,1
4171,DB07779,P27487,1
4172,DB00468,P11712,1
4173,DB02028,P50607,1
4174,DB03766,Q9NQX3,1
4175,DB00907,P11712,1
4176,DB07846,P22303,1
4177,DB00304,P06401,1
4178,DB01588,P28476,1
4179,DB03033,P08254,1
4180,DB01215,P18505,1
4181,DB02726,P60174,1
4182,DB01094,P05177,1
4183,DB06741,Q05586,1
4184,DB03179,Q86VU5,1
4185,DB04725,P51589,1
4186,DB00962,P14867,1
4187,DB00543,P18505,1
4188,DB03597,O76083,1
4189,DB07506,P15085,1
4190,DB01403,P05177,1
4191,DB06016,P41595,1
4192,DB01065,P03372,1
4193,DB04899,P16066,1
4194,DB00753,P34903,1
4195,DB00822,P20815,1
4196,DB02733,P78362,1
4197,DB00997,P35228,1
4198,DB01105,Q01959,1
4199,DB02379,O14594,1
4200,DB03597,Q03013,1
4201,DB06770,P08684,1
4202,DB00921,P41143,1
4203,DB04849,P35968,1
4204,DB00897,A8MPY1,1
4205,DB00915,Q8TCU5,1
4206,DB04896,Q12879,1
4207,DB00029,P05121,1
4208,DB04272,P15086,1
4209,DB00472,P08684,1
4210,DB01708,P48169,1
4211,DB00171,Q9NUB1,1
4212,DB00349,O14764,1
4213,DB03401,P23677,1
4214,DB04617,P22303,1
4215,DB04091,P11226,1
4216,DB00794,P43681,1
4217,DB00157,P30043,1
4218,DB00116,P13995,1
