Drug_ID,Protein_ID,label
DB01587,P78334,1
DB04077,P00325,1
DB00726,P10635,1
DB01107,P18507,1
DB00157,P14060,1
DB00537,P11388,1
DB05260,P21281,1
DB00580,O60656,1
DB00343,P10632,1
DB00401,P54289,1
DB01273,P43681,1
DB00401,Q13698,1
DB07845,P45983,1
DB08896,P35916,1
DB00462,P20309,1
DB00505,P08172,1
DB00712,P23219,1
DB01079,P10635,1
DB00241,O00591,1
DB02740,P61769,1
DB01244,O00555,1
DB03633,P04054,1
DB00338,P04798,1
DB04877,P08183,1
DB05492,P08913,1
DB05155,P41145,1
DB01393,Q03181,1
DB00454,P20309,1
DB08901,P10632,1
DB00117,P19113,1
DB09079,P12931,1
DB04381,P05091,1
DB00171,P25098,1
DB05111,P01579,1
DB00141,P54802,1
DB08507,P08254,1
DB08400,O00519,1
DB04338,Q16539,1
DB00200,P20061,1
DB01237,P35367,1
DB00882,P05108,1
DB04465,Q7Z4J2,1
DB00071,P01920,1
DB00835,P11712,1
DB03519,P00480,1
DB07401,P31930,1
DB00795,O14920,1
DB01028,P05181,1
DB02101,P15121,1
DB07264,P28482,1
DB00338,P20648,1
DB00204,Q12809,1
DB00402,P14867,1
DB08870,P28908,1
DB00898,Q9Y698,1
DB01764,P08684,1
DB00656,P10635,1
DB04491,P00751,1
DB00578,P47712,1
DB00612,P10635,1
DB06701,Q01959,1
DB08399,P06576,1
DB00602,P08684,1
DB04463,P16152,1
DB00128,P00966,1
DB00321,P35372,1
DB01762,P16930,1
DB00145,Q14957,1
DB01583,P10827,1
DB01576,P23975,1
DB03636,P22894,1
DB08897,P11229,1
DB00397,P21397,1
DB01119,Q12791,1
DB01118,P08588,1
DB07908,P07737,1
DB00850,P20813,1
DB01159,Q99928,1
DB00160,P43007,1
DB03223,P13639,1
DB00257,P11712,1
DB00974,Q15166,1
DB07830,P27487,1
DB06077,P28223,1
DB02261,P17900,1
DB02647,P24941,1
DB05044,P06737,1
DB00741,P19099,1
DB00289,Q05586,1
DB04003,P06239,1
DB00814,P52209,1
DB05464,P19838,1
DB09202,P18089,1
DB01988,Q16539,1
DB04797,Q16539,1
DB01812,P10153,1
DB01170,P23975,1
DB00313,Q99250,1
DB01127,P08684,1
DB04953,P56696,1
DB00312,Q99928,1
DB00720,P35354,1
DB00897,P14867,1
DB04724,P20701,1
DB06943,P78536,1
DB06262,P20711,1
DB01436,O15528,1
DB00246,P05177,1
DB03796,O43617,1
DB00238,P05177,1
DB01072,P08684,1
DB04716,O60674,1
DB00673,P33261,1
DB00321,P33261,1
DB00570,Q9UJT0,1
DB00091,P20815,1
DB00650,P04818,1
DB07476,P00918,1
DB03921,P36897,1
DB09036,P05231,1
DB01039,O43923,1
DB00907,P24462,1
DB01142,P23975,1
DB00943,P24462,1
DB06779,P01008,1
DB03127,Q9Y5Y6,1
DB00914,Q13131,1
DB08330,O14949,1
DB00899,P41143,1
DB01520,Q14957,1
DB02407,P20248,1
DB04946,P35367,1
DB00282,P14324,1
DB05412,Q16539,1
DB00067,P47901,1
DB00318,P20815,1
DB00412,P10635,1
DB00813,P08684,1
DB08810,Q13639,1
DB00126,Q32P28,1
DB04805,P61927,1
DB00481,P03372,1
DB00703,P08684,1
DB00863,P25021,1
DB00704,P41145,1
DB00203,P11712,1
DB08049,P21964,1
DB00321,P10632,1
DB07086,P03372,1
DB00334,P14416,1
DB07866,P28845,1
DB02325,Q13231,1
DB07083,P00734,1
DB01028,P08684,1
DB01693,P12268,1
DB01224,P18825,1
DB00468,P14770,1
DB00685,P11388,1
DB01864,P62330,1
DB04657,P31040,1
DB00543,P18507,1
DB04888,P14416,1
DB01558,P78334,1
DB08015,P53779,1
DB00327,P11712,1
DB00436,P00915,1
DB00381,Q13936,1
DB01472,P08913,1
DB00160,Q16719,1
DB01576,P35348,1
DB00323,P21964,1
DB00641,P20813,1
DB02931,Q16613,1
DB00892,Q9Y5Y9,1
DB01577,Q01959,1
DB07563,P43235,1
DB00197,P11511,1
DB00696,P08908,1
DB05814,P62942,1
DB00342,P11229,1
DB00613,P04798,1
DB02681,P61024,1
DB08361,P43405,1
DB00731,O60656,1
DB00197,P33261,1
DB03740,P01857,1
DB04866,P08253,1
DB00622,P25100,1
DB07024,P24941,1
DB00636,Q07869,1
DB01601,P33261,1
DB00268,P08908,1
DB01041,P19838,1
DB08093,Q16539,1
DB08912,Q8NG66,1
DB01049,P28223,1
DB07897,P00734,1
DB01108,P26439,1
DB00819,P22748,1
DB02727,P29475,1
DB00160,P24298,1
DB07266,O14965,1
DB00201,Q13370,1
DB00801,Q99928,1
DB03176,P10827,1
DB00131,P16220,1
DB00216,P08908,1
DB01270,P15692,1
DB00339,P47989,1
DB00864,P20815,1
DB00723,P25100,1
DB01567,Q99928,1
DB04905,P08684,1
DB03461,Q13423,1
DB08450,P36897,1
DB04464,P00403,1
DB00572,P20309,1
DB00548,P51857,1
DB00909,P07451,1
DB00783,P08684,1
DB02740,P01892,1
DB04828,P08684,1
DB00112,P02747,1
DB01076,P20815,1
DB03754,P17707,1
DB05421,P25103,1
DB00157,O43175,1
DB00409,P28223,1
DB00268,P08913,1
DB00142,P49915,1
DB01224,P08684,1
DB00142,Q8N159,1
DB01349,P50052,1
DB04754,P00491,1
DB08435,P37231,1
DB04530,P05089,1
DB04926,Q8TCU5,1
DB08804,P27338,1
DB00139,O15460,1
DB07821,Q13093,1
DB00408,P35368,1
DB07942,Q16539,1
DB00087,O75015,1
DB01205,P47870,1
DB07639,P00734,1
DB08468,P68400,1
DB03880,P22894,1
DB01640,Q13370,1
DB01333,P08684,1
DB00998,P28221,1
DB01184,P35462,1
DB00313,Q07699,1
DB00266,P15559,1
DB00157,O00483,1
DB00381,P20815,1
DB00184,Q15825,1
DB05492,P41595,1
DB01198,P23219,1
DB08040,P09960,1
DB02548,P06744,1
DB09079,P11362,1
DB01472,P27338,1
DB01107,Q16445,1
DB00342,P35367,1
DB01207,P24557,1
DB08035,P10275,1
DB00475,P78334,1
DB01105,P08684,1
DB07930,Q15067,1
DB05407,P05305,1
DB01023,P08235,1
DB00526,P04798,1
DB00363,P08913,1
DB00615,P05177,1
DB01268,P16234,1
DB00089,Q04609,1
DB07574,Q9BQE3,1
DB06209,P08684,1
DB00502,P24462,1
DB00139,Q32P28,1
DB05036,O14746,1
DB09076,P08912,1
DB00421,P04278,1
DB00497,P20815,1
DB03087,Q8WX39,1
DB04903,P47869,1
DB08283,P04062,1
DB02366,P07477,1
DB00897,P11712,1
DB04395,Q96QT4,1
DB01016,O95477,1
DB04574,P03372,1
DB04522,P05451,1
DB00477,P34969,1
DB00622,Q01668,1
DB00162,Q92781,1
DB08533,P24941,1
DB00257,P11511,1
DB08326,Q96GR2,1
DB00142,O94925,1
DB00786,P14780,1
DB01244,P63316,1
DB01958,Q86XF0,1
DB04912,P30519,1
DB08228,P16083,1
DB01277,P06213,1
DB00214,P23219,1
DB01001,P08588,1
DB06637,Q96PR1,1
DB01367,P05177,1
DB00046,P05177,1
DB00675,P11509,1
DB00788,P11712,1
DB01060,P33261,1
DB08051,P27487,1
DB01007,P05181,1
DB00006,P05164,1
DB00215,P35348,1
DB01074,P20813,1
DB00794,P43681,1
DB00489,Q12809,1
DB03639,P49366,1
DB00652,P35372,1
DB07218,Q9UQF2,1
DB07421,P10275,1
DB01252,P16662,1
DB00619,P16234,1
DB00852,P23975,1
DB07664,Q16566,1
DB06216,P28223,1
DB00264,P07550,1
DB05786,Q96AE4,1
DB06080,P35968,1
DB00458,P08173,1
DB03251,P07477,1
DB08413,P05187,1
DB03225,P14920,1
DB02264,P14210,1
DB00066,P23945,1
DB00182,P25100,1
DB00463,Q9UN88,1
DB08690,P00156,1
DB06725,P11712,1
DB00370,P18825,1
DB00114,P11216,1
DB00110,P08637,1
DB00110,P02746,1
DB06711,P35348,1
DB06702,P08684,1
DB01544,P11509,1
DB05073,Q96EB6,1
DB07895,P49356,1
DB01224,P34969,1
DB00074,P12314,1
DB08848,P30531,1
DB05382,P03915,1
DB00028,P0C0L5,1
DB00151,Q9Y697,1
DB02994,P29474,1
DB04917,Q13639,1
DB06956,P07900,1
DB05109,P10635,1
DB00768,P29034,1
DB01142,P25021,1
DB00224,P08684,1
DB00795,P24752,1
DB08200,P06276,1
DB00141,O60512,1
DB08357,P22303,1
DB01065,P49286,1
DB07873,O95749,1
DB00334,P41595,1
DB08620,Q494W8,1
DB00261,P05177,1
DB01224,P21728,1
DB02162,P49773,1
DB00246,P08172,1
DB01181,P11712,1
DB05080,Q9Y5N1,1
DB07778,Q9UDW1,1
DB07659,P00734,1
DB05161,P08246,1
DB08167,P22303,1
DB00887,P55011,1
DB01623,P14416,1
DB00298,P25100,1
DB07778,P08574,1
DB04920,Q13936,1
DB00393,Q13936,1
DB00976,P10635,1
DB05759,P08069,1
DB00161,P54687,1
DB00897,P30536,1
DB00774,P05023,1
DB01037,P20813,1
DB00922,Q14654,1
DB00801,P31644,1
DB02556,P06850,1
DB00146,O15528,1
DB00144,Q16760,1
DB00321,P08684,1
DB00753,O14764,1
DB00431,P18505,1
DB00025,P00734,1
DB02597,P08473,1
DB01193,P07550,1
DB03203,P15151,1
DB01079,Q13639,1
DB00285,P10635,1
DB01115,Q09470,1
DB01364,P22303,1
DB01244,P62158,1
DB04105,P00325,1
DB00173,P78362,1
DB00316,P05177,1
DB00721,Q9Y5Y9,1
DB08056,P06239,1
DB00667,P11712,1
DB02047,P23219,1
DB06650,P11836,1
DB04888,P08908,1
DB06637,Q14003,1
DB00404,P31644,1
DB06094,P04792,1
DB00686,P05230,1
DB00075,P00736,1
DB06977,P17612,1
DB08515,P28072,1
DB00176,P05181,1
DB01591,P08172,1
DB00254,Q9UM07,1
DB01110,P11712,1
DB01595,P14867,1
DB01291,P07550,1
DB00521,P07550,1
DB04890,P35367,1
DB07065,P24941,1
DB00126,Q96KS0,1
DB06879,P35228,1
DB04315,P13639,1
DB01106,O95665,1
DB01234,Q9HB55,1
DB00457,P08913,1
DB04469,Q08499,1
DB00143,P30711,1
DB05147,Q13748,1
DB01189,P42261,1
DB01388,Q13936,1
DB00121,P50747,1
DB00142,Q9ULK0,1
DB00135,P17735,1
DB05187,Q03181,1
DB00633,P08913,1
DB00114,Q16719,1
DB08453,P47985,1
DB05428,P31350,1
DB01101,P23141,1
DB01437,P18507,1
DB00988,P21728,1
DB00543,P23975,1
DB00651,P27815,1
DB08811,Q14432,1
DB00872,P08684,1
DB08930,P22309,1
DB01049,Q16445,1
DB08932,P25101,1
DB01217,P08684,1
DB00203,O76074,1
DB08080,Q969V6,1
DB01708,Q05586,1
DB08550,P11086,1
DB09079,P36888,1
DB04616,P22303,1
DB00748,P10632,1
DB00193,P08684,1
DB00201,P27815,1
DB00051,P02747,1
DB00002,P09871,1
DB00143,P78417,1
DB00186,P14867,1
DB07431,P24941,1
DB07637,P19235,1
DB08426,P00742,1
DB08780,O14757,1
DB00995,O14920,1
DB00832,P33261,1
DB03010,Q13748,1
DB01238,P35367,1
DB04464,P0CG48,1
DB01088,Q08499,1
DB02207,P35228,1
DB01698,P10635,1
DB08197,P07900,1
DB00072,P12314,1
DB00468,P08684,1
DB00843,P10635,1
DB00517,P11229,1
DB01826,P02144,1
DB08235,O15145,1
DB01734,P18031,1
DB00218,P11388,1
DB00286,P08684,1
DB01183,P35372,1
DB00481,P10632,1
DB07239,P27487,1
DB04881,P08183,1
DB04459,P00746,1
DB05905,Q13639,1
DB07842,P37231,1
DB01184,P10635,1
DB01587,P14867,1
DB02745,P62312,1
DB06709,P20309,1
DB00158,Q92820,1
DB00721,Q9H2S1,1
DB06216,P28222,1
DB08813,P16109,1
DB00536,P07998,1
DB00778,P08183,1
DB04094,P62942,1
DB04395,P55072,1
DB01110,Q9NPA1,1
DB04602,P61927,1
DB01129,P20648,1
DB03401,P35241,1
DB00898,Q13936,1
DB00075,P02746,1
DB07592,P43235,1
DB00725,P08173,1
DB00897,P24462,1
DB06720,P04062,1
DB06865,P00734,1
DB00129,P50440,1
DB00454,P35372,1
DB01159,Q9NPC2,1
DB06196,P15144,1
DB01238,P21918,1
DB00674,P17787,1
DB02709,P05177,1
DB03428,P24941,1
DB08930,Q9HB55,1
DB01579,P23975,1
DB03661,P07711,1
DB08195,P25774,1
DB07230,Q92731,1
DB06204,P23975,1
DB00143,Q9NS18,1
DB04306,Q86XF0,1
DB03330,Q04760,1
DB04905,P08183,1
DB07395,P06737,1
DB07336,O14757,1
DB00659,O14764,1
DB02308,P35030,1
DB00795,P35354,1
DB00397,P05177,1
DB07586,Q9BY41,1
DB00316,P11245,1
DB00925,P08913,1
DB00589,P41595,1
DB02887,P15531,1
DB05129,P11388,1
DB01497,P41145,1
DB00142,Q16099,1
DB08173,P00742,1
DB08818,P10915,1
DB00980,P08684,1
DB01962,P08631,1
DB05252,P35228,1
DB00241,Q13002,1
DB03496,P49336,1
DB03976,P07478,1
DB07294,P13631,1
DB03023,P12931,1
DB03959,P14210,1
DB01406,P13500,1
DB07029,P35228,1
DB00540,P35367,1
DB00347,O43497,1
DB00074,P02747,1
DB04101,P24941,1
DB00470,P11712,1
DB01410,P08684,1
DB05194,P04141,1
DB00313,P19224,1
DB00500,P35354,1
DB03633,P17900,1
DB01953,Q16539,1
DB08386,Q9Y233,1
DB00668,P35368,1
DB03372,P60568,1
DB08614,Q9UNI1,1
DB00284,P10253,1
DB07115,Q8N1Q1,1
DB00186,P18507,1
DB00526,P00441,1
DB03349,P49773,1
DB01151,P08173,1
DB06822,P48061,1
DB07364,Q00535,1
DB07788,P28482,1
DB00909,P43166,1
DB00981,P22303,1
DB07247,P13726,1
DB00938,P10632,1
DB07108,Q07817,1
DB05864,P50579,1
DB00398,P09619,1
DB09049,P33261,1
DB00563,P31939,1
DB01026,P10275,1
DB00849,P43681,1
DB01412,P05181,1
DB02587,Q08462,1
DB00056,P02746,1
DB04715,P11309,1
DB01915,Q9BWD1,1
DB05744,P02741,1
DB01054,O95180,1
DB00157,Q9UI09,1
DB01201,Q9HB55,1
DB08632,P69905,1
DB01167,P05181,1
DB06772,P10632,1
DB00918,P21397,1
DB08888,P08697,1
DB01267,P21728,1
DB01206,P08684,1
DB01870,P19961,1
DB03373,P07477,1
DB03435,P46976,1
DB01186,P28221,1
DB00048,P08123,1
DB07798,P11086,1
DB04840,P04798,1
DB04141,P14927,1
DB00142,P48507,1
DB00185,Q01740,1
DB08088,P10275,1
DB00773,P20815,1
DB01036,P33261,1
DB00530,P04798,1
DB00543,O14764,1
DB01427,Q07343,1
DB09078,P10721,1
DB07950,Q16773,1
DB00540,P11712,1
DB01231,P20309,1
DB01075,P23219,1
DB00116,P34896,1
DB00436,P51580,1
DB00157,P03905,1
DB02778,P09467,1
DB05676,Q07343,1
DB01035,P26358,1
DB00834,P10635,1
DB05773,P08684,1
DB00266,Q9BQB6,1
DB00241,P36544,1
DB03276,P62993,1
DB07307,Q16539,1
DB00312,Q05586,1
DB00543,P08912,1
DB05235,P10827,1
DB03084,P53779,1
DB03710,P29475,1
DB00002,P02745,1
DB07450,P15121,1
DB00622,P20309,1
DB00451,P10828,1
DB07651,P18031,1
DB03740,P12821,1
DB00458,P21918,1
DB08631,P11086,1
DB00945,P10632,1
DB00078,P02747,1
DB00135,P54577,1
DB05452,P37288,1
DB00448,P10635,1
DB00571,P08684,1
DB03783,P33261,1
DB00268,P18089,1
DB06738,P20813,1
DB00402,P23219,1
DB05134,P08238,1
DB00818,Q99928,1
DB03754,P07585,1
DB03632,Q13231,1
DB00163,P00441,1
DB01223,P30542,1
DB01352,Q13002,1
DB00611,P41143,1
DB00455,P08684,1
DB01588,P08684,1
DB06203,P27487,1
DB00762,P22309,1
DB01255,Q01959,1
DB01437,P05108,1
DB01752,O60678,1
DB04643,P11217,1
DB04841,P62158,1
DB04941,Q5XXA6,1
DB08864,P20813,1
DB00466,P14867,1
DB00635,P33261,1
DB00794,P11712,1
DB04185,P00480,1
DB01137,P11388,1
DB00139,P55809,1
DB05798,P13861,1
DB05266,P27815,1
DB06899,P00797,1
DB05475,O60603,1
DB01021,P00915,1
DB00153,P11473,1
DB06287,P08684,1
DB07135,P27487,1
DB02007,P11217,1
DB01589,P33261,1
DB00472,P33261,1
DB00770,P43116,1
DB01355,P05177,1
DB08809,Q15118,1
DB01215,Q16445,1
DB03894,P27338,1
DB00142,P00505,1
DB08674,P49354,1
DB06777,Q96RI1,1
DB04315,P62491,1
DB00334,Q8N1C3,1
DB04387,P00797,1
DB00823,P03372,1
DB00935,P35348,1
DB00999,P22748,1
DB00829,P20815,1
DB07485,P62508,1
DB02096,P00813,1
DB08818,Q86UW8,1
DB03849,Q08499,1
DB03512,P07998,1
DB00668,P35348,1
DB01765,P68400,1
DB00589,P18089,1
DB00755,P51843,1
DB04544,P11217,1
DB00242,P00491,1
DB00342,P11712,1
DB00589,P08684,1
DB01049,Q13639,1
DB00231,P48169,1
DB03796,P10632,1
DB00745,P35368,1
DB00617,P11712,1
DB03127,P68400,1
DB01704,P17538,1
DB00651,P30542,1
DB00122,P22303,1
DB00025,Q8NI22,1
DB01785,P14324,1
DB00114,Q99259,1
DB01076,P11712,1
DB05892,P01138,1
DB01149,P23975,1
DB00142,Q9H1K4,1
DB07546,P19784,1
DB00433,P10635,1
DB00150,P23381,1
DB03191,Q00266,1
DB04799,P08574,1
DB00852,P60568,1
DB08815,P34969,1
DB07377,P50579,1
DB06919,P00734,1
DB08182,P20248,1
DB01594,P28476,1
DB00201,Q14643,1
DB00312,P47870,1
DB00869,P00918,1
DB00231,Q16445,1
DB00543,P31644,1
DB00360,P35354,1
DB04216,P08631,1
DB00435,P05091,1
DB00231,Q99928,1
DB00199,P08684,1
DB01017,P09917,1
DB00005,P20333,1
DB03044,Q16539,1
DB00322,P04818,1
DB07364,Q15078,1
DB00683,Q16445,1
DB00458,P08908,1
DB00988,P21918,1
DB00601,P27338,1
DB02827,P18031,1
DB01189,P48169,1
DB00908,P10635,1
DB02850,P32754,1
DB00501,P31513,1
DB07016,P00734,1
DB01420,P22309,1
DB03307,P24941,1
DB03144,P29475,1
DB06016,P10635,1
DB06878,P00734,1
DB02309,P00492,1
DB08486,P69905,1
DB09075,P00742,1
DB00116,P11586,1
DB00363,P11229,1
DB02545,Q96RI1,1
DB00425,P24462,1
DB01439,P35372,1
DB08464,P08238,1
DB04953,P35503,1
DB06288,P34969,1
DB04794,P11511,1
DB00172,P13674,1
DB01183,P41145,1
DB02705,P00749,1
DB04859,P22303,1
DB01429,P62158,1
DB07161,O60674,1
DB07954,O60658,1
DB03577,P15309,1
DB01623,P10635,1
DB04707,P61925,1
DB00100,P00451,1
DB00145,O75600,1
DB00371,P47870,1
DB06144,P35348,1
DB00248,P28335,1
DB04871,P08684,1
DB04151,P68133,1
DB01233,P15538,1
DB08690,P22695,1
DB00097,P23945,1
DB08057,P06239,1
DB00751,P35367,1
DB01496,P14867,1
DB00188,P10635,1
DB01388,Q01668,1
DB00809,P20309,1
DB00934,P08172,1
DB06414,P33261,1
DB00157,P00338,1
DB01863,Q9H4M7,1
DB04855,P35368,1
DB01118,P08684,1
DB00805,P10635,1
DB00996,Q8TCU5,1
DB01392,Q14654,1
DB00543,P28223,1
DB06271,P05546,1
DB00297,P10635,1
DB00526,P05177,1
DB01248,P10636,1
DB03240,P42262,1
DB03243,P07477,1
DB00590,P35348,1
DB00945,P51812,1
DB01601,P11712,1
DB02116,Q00535,1
DB06785,P30968,1
DB04953,P11509,1
DB07617,P11509,1
DB03032,Q03013,1
DB01166,Q14432,1
DB06603,P10635,1
DB00376,P11229,1
DB02506,P62136,1
DB08114,P61925,1
DB00493,Q4U2R8,1
DB00908,Q9Y257,1
DB01589,A8MPY1,1
DB02983,Q92731,1
DB00659,Q12879,1
DB04630,P15538,1
DB00200,Q9Y4U1,1
DB01186,P18089,1
DB02379,P35247,1
DB00182,P13945,1
DB00073,O75015,1
DB00869,P08684,1
DB01159,Q8TCU5,1
DB04216,P10632,1
DB00876,P11712,1
DB00829,A8MPY1,1
DB02258,P13631,1
DB01184,P24462,1
DB00334,Q99928,1
DB06216,P08588,1
DB01268,P24462,1
DB00134,Q99707,1
DB02181,P15531,1
DB00240,P08684,1
DB01026,P08686,1
DB08897,P20309,1
DB00342,P20309,1
DB01595,P08684,1
DB00110,P02745,1
DB01708,P24462,1
DB00694,P20815,1
DB01218,P08684,1
DB06144,Q12809,1
DB00188,Q99460,1
DB00273,P22748,1
DB00575,P10635,1
DB04622,Q16769,1
DB09076,P11229,1
DB00216,P33261,1
DB00712,P22309,1
DB06719,P30968,1
DB00404,P18505,1
DB04938,P08684,1
DB06216,P08684,1
DB06274,P41143,1
DB08892,Q9UBS5,1
DB00960,P28222,1
DB00208,P05177,1
DB09202,P08913,1
DB01363,P54219,1
DB05448,Q16881,1
DB00054,P08514,1
DB01142,P11712,1
DB00145,O60391,1
DB07573,P56817,1
DB02449,P08254,1
DB08594,P43235,1
DB05764,Q92843,1
DB01571,P35372,1
DB01035,P10635,1
DB01411,P12724,1
DB01854,P52961,1
DB04395,Q16877,1
DB00283,P10635,1
DB00568,P08172,1
DB00142,Q9UDR5,1
DB03217,P12931,1
DB00857,P05177,1
DB07678,Q15596,1
DB01023,P11712,1
DB00631,P27707,1
DB00795,O15111,1
DB00074,P09871,1
DB00127,Q9NWM0,1
DB08309,P20248,1
DB08350,P00519,1
DB06151,O14920,1
DB01559,P28472,1
DB08883,P20815,1
DB00402,P30536,1
DB07117,P14780,1
DB00056,P20138,1
DB02482,P31949,1
DB00189,P48169,1
DB01361,P08684,1
DB00848,P10696,1
DB00755,P33260,1
DB00626,P01023,1
DB00418,P36544,1
DB00157,P12268,1
DB02483,P00338,1
DB01435,P05177,1
DB00157,Q06278,1
DB00926,P28702,1
DB00797,P35348,1
DB03880,P39900,1
DB02472,P00813,1
DB08138,P24941,1
DB04522,P29508,1
DB00372,P21728,1
DB00909,O43570,1
DB00543,P11229,1
DB00051,P08637,1
DB00408,P28566,1
DB00114,O94903,1
DB04395,P08069,1
DB01008,P09210,1
DB01196,P03372,1
DB00005,O75015,1
DB00130,O43548,1
DB03020,P00326,1
DB05122,P16144,1
DB00396,P05093,1
DB00967,P35367,1
DB08231,P62942,1
DB00163,P17252,1
DB04674,P25101,1
DB01107,P28472,1
DB00257,P20813,1
DB00655,Q02928,1
DB08813,P01008,1
DB07279,P00734,1
DB00118,P05181,1
DB04315,P21980,1
DB08157,P00918,1
DB00898,Q05901,1
DB00398,P05177,1
DB02432,P12931,1
DB03955,Q16706,1
DB04315,Q15382,1
DB05045,P49146,1
DB05241,O00329,1
DB04948,P08913,1
DB08804,P10275,1
DB04315,P11488,1
DB05268,P04049,1
DB00683,P47870,1
DB03147,P55789,1
DB03796,P50897,1
DB05461,P18825,1
DB08217,P06730,1
DB00099,P08246,1
DB00126,Q9UHI7,1
DB00491,P04746,1
DB02044,P29475,1
DB00188,P28074,1
DB01558,O00591,1
DB06203,P10635,1
DB08020,P03372,1
DB08294,P01857,1
DB02292,P00918,1
DB07152,P36897,1
DB01142,P25100,1
DB00500,P23219,1
DB06148,P34969,1
DB04864,P22303,1
DB00459,P19793,1
DB01068,Q99928,1
DB08673,P24941,1
DB04573,Q92731,1
DB08300,P48736,1
DB00334,P14867,1
DB03783,P08684,1
DB00491,P10253,1
DB01179,P11388,1
DB06176,P20815,1
DB00143,P10620,1
DB07249,P54760,1
DB00543,P35348,1
DB00157,P08319,1
DB04953,O60656,1
DB00171,P36896,1
DB01267,P20815,1
DB00475,O00591,1
DB06908,Q15788,1
DB00248,P28221,1
DB08838,Q00975,1
DB00714,P08913,1
DB01176,P49888,1
DB04152,P42262,1
DB06738,P23219,1
DB07996,P17612,1
DB01805,P07477,1
DB02383,O60218,1
DB05109,P08684,1
DB00368,P35348,1
DB01173,P20813,1
DB00926,P13631,1
DB00701,P33261,1
DB00483,Q15822,1
DB00073,P11836,1
DB00391,P14416,1
DB01723,P62942,1
DB07459,Q16539,1
DB01969,O75390,1
DB07933,P03372,1
DB01363,P08913,1
DB00675,P11712,1
DB04407,P24941,1
DB07058,P49841,1
DB00625,P33261,1
DB07345,P56817,1
DB00189,P18505,1
DB00696,P08913,1
DB03461,P48163,1
DB00075,O75015,1
DB01303,Q14432,1
DB01696,P06737,1
DB00334,P08913,1
DB01098,P08684,1
DB00477,P05177,1
DB00675,P41743,1
DB00157,O14561,1
DB00926,O43174,1
DB00457,Q9H252,1
DB05229,P43119,1
DB00104,P30874,1
DB01238,P35368,1
DB03368,P08254,1
DB00280,Q9NZV8,1
DB00130,P49915,1
DB04315,P84077,1
DB00515,P04731,1
DB00927,P33261,1
DB05289,Q9Y6K9,1
DB00856,P06276,1
DB00391,P06276,1
DB01093,P33261,1
DB04946,P34969,1
DB00107,P30559,1
DB08901,Q02763,1
DB03067,P11217,1
DB04331,P52732,1
DB07665,P00734,1
DB09280,P20813,1
DB04478,Q00796,1
DB05215,P06213,1
DB00231,P20813,1
DB00073,P02745,1
DB00039,O14786,1
DB01076,P20813,1
DB00071,P14735,1
DB05203,P00797,1
DB00543,P41595,1
DB01595,P35498,1
DB04395,P53778,1
DB06016,P35367,1
DB00028,P12318,1
DB01401,P35354,1
DB06151,Q12879,1
DB00126,Q6N063,1
DB07658,P00734,1
DB00466,P23416,1
DB00749,P16662,1
DB01628,P11712,1
DB04395,P51570,1
DB05316,P28223,1
DB00056,P09871,1
DB00056,P31994,1
DB00343,P33261,1
DB01589,O14764,1
DB02709,P35354,1
DB08801,P35367,1
DB01621,P28223,1
DB07393,P00390,1
DB03585,Q9NZK7,1
DB00493,Q9Y694,1
DB01201,P08684,1
DB00925,P08684,1
DB01851,P01834,1
DB01840,Q9NPH2,1
DB08814,P35228,1
DB00340,P08912,1
DB03977,P62158,1
DB00312,Q8N1C3,1
DB01041,P33261,1
DB00543,Q16445,1
DB01025,Q99584,1
DB03247,Q969G6,1
DB01346,Q14524,1
DB01972,P78352,1
DB00614,P27338,1
DB00368,P08913,1
DB03137,P07900,1
DB01234,P05181,1
DB00321,Q9NZV8,1
DB03120,P09668,1
DB03909,P00558,1
DB00401,P05177,1
DB08183,P52333,1
DB05271,P21728,1
DB00139,P21912,1
DB00157,O15239,1
DB04224,P02689,1
DB05120,P06213,1
DB00786,P39900,1
DB00157,O43677,1
DB00539,P03372,1
DB03144,P05089,1
DB06884,P48552,1
DB03435,O94766,1
DB01227,P32297,1
DB00185,P11229,1
DB00528,P10635,1
DB00714,P21728,1
DB04315,P36405,1
DB00309,Q9H4B7,1
DB01353,P36544,1
DB07023,P03951,1
DB00159,P35354,1
DB01110,Q12791,1
DB00143,P09211,1
DB00762,P06276,1
DB03510,Q8N142,1
DB00111,P12318,1
DB00914,P10635,1
DB04214,P24666,1
DB00897,P34903,1
DB00358,P69905,1
DB01075,P20813,1
DB01393,P37231,1
DB06909,Q07343,1
DB00675,P08684,1
DB00530,P10635,1
DB00115,Q9Y4U1,1
DB00246,P20815,1
DB00972,P08684,1
DB02845,P06276,1
DB03153,P00492,1
DB00897,P18507,1
DB00811,P55263,1
DB00604,P08684,1
DB03115,Q02750,1
DB08867,P04150,1
DB00705,P24462,1
DB01075,P33261,1
DB07841,P53611,1
DB01049,A5X5Y0,1
DB01136,P08588,1
DB00312,P47869,1
DB00720,P05141,1
DB05104,P41145,1
DB07841,P49356,1
DB00555,P22310,1
DB07396,P06737,1
DB04868,P08684,1
DB00721,Q9Y691,1
DB01437,P47869,1
DB00126,Q8IVL5,1
DB03154,P18031,1
DB08896,P15056,1
DB02761,Q16762,1
DB08073,P49841,1
DB06603,Q9UBN7,1
DB07720,Q494W8,1
DB00334,P46098,1
DB04884,P28222,1
DB08378,P19105,1
DB00599,P36544,1
DB01001,P08684,1
DB00531,P33260,1
